Município;Cargo;Nome;Partido;Genero
PETROLINA;VEREADOR;MARQUINHOS AMORIM;REPUBLICANOS;MASCULINO
PETROLINA;VEREADOR;RONALDO CANC√ÉO;REPUBLICANOS;MASCULINO
CEDRO;PREFEITO;RIVA BEZERRA;PSD;FEMININO
TEREZINHA;VEREADOR;REGINALDO BEZERRA;REPUBLICANOS;MASCULINO
ARCOVERDE;VEREADOR;PAULINHO GALINDO;PP;MASCULINO
GARANHUNS;VEREADOR;MARCOS DE ZAQUEU;REPUBLICANOS;MASCULINO
PASSIRA;VEREADOR;MAURICIO FIRMINO;AVANTE;MASCULINO
PASSIRA;VEREADOR;SANDRELLE DE DED√â DA CER√ÇMICA;REPUBLICANOS;FEMININO
ABREU E LIMA;VEREADOR;SENNA DA SAUDE;PSB;MASCULINO
INGAZEIRA;VEREADOR;DJALMINHA VERAS;PSB;MASCULINO
INGAZEIRA;VEREADOR;GUSTAVO VERAS;PSB;MASCULINO
QUIXABA;VEREADOR;LENILDO;AVANTE;MASCULINO
QUIXABA;VEREADOR;JO√ÉO VIANNEY;AVANTE;MASCULINO
QUIXABA;VEREADOR;ELTON DA GIA;PSB;MASCULINO
SANTA CRUZ DO CAPIBARIBE;VEREADOR;EMANUEL RAMOS;PSD;MASCULINO
SANTA CRUZ DO CAPIBARIBE;VEREADOR;CARLINHOS DA COHAB;REPUBLICANOS;MASCULINO
SANTA CRUZ DO CAPIBARIBE;VEREADOR;J√âSSYCA CAVALCANTI;AVANTE;FEMININO
SANTA CRUZ DO CAPIBARIBE;VEREADOR;ADILSON;PL;MASCULINO
S√ÉO BENEDITO DO SUL;VEREADOR;MACIEL;PT;MASCULINO
S√ÉO BENEDITO DO SUL;VEREADOR;JO√ÉO PAULO;PP;MASCULINO
TIMBA√öBA;VEREADOR;LON DE FELIPE DE JACQUES FILHO;PP;MASCULINO
TRIUNFO;VEREADOR;CAMILO FERREIRA;PSB;MASCULINO
TRIUNFO;VEREADOR;MACIO DE SELMINHA;PSB;MASCULINO
TRIUNFO;VEREADOR;Z√â CARLOS;PODE;MASCULINO
TRIUNFO;VEREADOR;JO√ÉO HERMANO;PSDB;MASCULINO
VIC√äNCIA;VEREADOR;MOACIR DA AMBULANCIA;PSDB;MASCULINO
CALUMBI;VEREADOR;THIAGO PEREIRA;PRD;MASCULINO
CAPOEIRAS;VEREADOR;VER√îNICA DE Z√â DE JO√ÉO;PODE;FEMININO
CAPOEIRAS;VEREADOR;LUCINHA DO GALETO;REPUBLICANOS;FEMININO
CASINHAS;VEREADOR;ELIAS DE MUAMBA;PSB;MASCULINO
CASINHAS;VEREADOR;EVERALDO DO MONTADO;PSDB;MASCULINO
PARNAMIRIM;VEREADOR;GALEGO CARVALHO;MDB;MASCULINO
SANHAR√ì;VEREADOR;GUTO DO SALGADO;PSB;MASCULINO
SANTA CRUZ DA BAIXA VERDE;VEREADOR;PROFESSOR DAOZINHO;PRD;MASCULINO
SANTA MARIA DO CAMBUC√Å;VEREADOR;DUNGA SILVA;PODE;MASCULINO
CARPINA;PREFEITO;EDUARDA GOUVEIA;PODE;FEMININO
ITACURUBA;PREFEITO;JUNINHO CANTARELLI;PSB;MASCULINO
JUPI;VEREADOR;PROFESSORA VANDERLEIA;UNI√ÉO;FEMININO
√ÅGUAS BELAS;PREFEITO;DR ELTON MARTINS;REPUBLICANOS;MASCULINO
CABO DE SANTO AGOSTINHO;VEREADOR;DR. BRUNO VILLAR;PC do B;MASCULINO
CABO DE SANTO AGOSTINHO;VEREADOR;ZEU DA GVNET;PSB;MASCULINO
CEDRO;VEREADOR;CARLINHOS NOVAIS;MDB;MASCULINO
RIACHO DAS ALMAS;VEREADOR;LEANDRO DA SA√öDE;PSB;MASCULINO
TABIRA;VEREADOR;DICINHA DO CAL√áAMENTO;PT;MASCULINO
TABIRA;VEREADOR;DIDI DE HELENO;PT;MASCULINO
TABIRA;VEREADOR;SOCORRO VERAS;PT;FEMININO
TABIRA;VEREADOR;BEB√â DE ALDO;SOLIDARIEDADE;FEMININO
TABIRA;VEREADOR;NELLY DE MANO;PP;FEMININO
IBIMIRIM;VEREADOR;FOFA;PODE;FEMININO
JATOB√Å;VEREADOR;DARINHA PANKARARU;PODE;FEMININO
JOAQUIM NABUCO;VEREADOR;FERREIRA;PSD;MASCULINO
JOAQUIM NABUCO;VEREADOR;IRM√ÉO ADMILSON;PSDB;MASCULINO
S√ÉO LOUREN√áO DA MATA;VEREADOR;RICARDO DE GULU;PSDB;MASCULINO
S√ÉO LOUREN√áO DA MATA;VEREADOR;GORDO DE LAGES;PSB;MASCULINO
TERRA NOVA;VEREADOR;NEILSON NERES;PSB;MASCULINO
TERRA NOVA;VEREADOR;DENIVALDO TAVARES;PSB;MASCULINO
TERRA NOVA;VEREADOR;WELSON DE JAIME;UNI√ÉO;MASCULINO
ALAGOINHA;PREFEITO;SIM√ÉOZINHO;PSDB;MASCULINO
PAUDALHO;PREFEITO;PAULINHA DA EDUCA√á√ÉO;PODE;FEMININO
QUIXABA;PREFEITO;ZE PRETINHO;AVANTE;MASCULINO
TABIRA;PREFEITO;FL√ÅVIO MARQUES;PT;MASCULINO
BARRA DE GUABIRABA;VEREADOR;PALOMA DE NAL DE PAIZINHO;PSDB;FEMININO
CARUARU;VEREADOR;MANO DO SOM;PDT;MASCULINO
CARUARU;VEREADOR;THIAGO MACACO;PODE;MASCULINO
CARUARU;VEREADOR;EDILSON DO MST;PT;MASCULINO
CARUARU;VEREADOR;EDMILSON DO SALGADO;PSDB;MASCULINO
CARUARU;VEREADOR;RICARDO LIBERATO;PSDB;MASCULINO
CARUARU;VEREADOR;GIL BOBINHO;PSB;MASCULINO
CORRENTES;VEREADOR;ERLAN DE TITA;PSDB;MASCULINO
JAQUEIRA;VEREADOR;MANDINHO;PSD;MASCULINO
JAQUEIRA;VEREADOR;HOMEM ARANHA;PSD;MASCULINO
JAQUEIRA;VEREADOR;LUIS HENRIQUE;PSD;MASCULINO
JAQUEIRA;VEREADOR;VAL DE CORUBAS;PSDB;MASCULINO
OROB√ì;VEREADOR;LUCIO DONATO;UNI√ÉO;MASCULINO
OROB√ì;VEREADOR;AMILTON DO SINDICATO;PSDB;MASCULINO
XEX√âU;VEREADOR;MAX SATURNO;PSD;MASCULINO
ESCADA;VEREADOR;MARCIO DA √ÅGUA;PSDB;MASCULINO
GOIANA;VEREADOR;EDSON DA FARM√ÅCIA;REPUBLICANOS;MASCULINO
GOIANA;VEREADOR;XANDY DA PRAIA;UNI√ÉO;MASCULINO
GOIANA;VEREADOR;RAMON ARANHA;UNI√ÉO;MASCULINO
GOIANA;VEREADOR;ANA BRA√áOFORTE;DC;FEMININO
SERT√ÇNIA;VEREADOR;MARINHO DO √îNIBUS;PSB;MASCULINO
SERT√ÇNIA;VEREADOR;FIAPO;PSB;MASCULINO
VERTENTES;VEREADOR;SAARA SIQUEIRA;PSB;FEMININO
VERTENTES;VEREADOR;NAT√ÅLIA MIRANDA;PSB;FEMININO
VERTENTES;VEREADOR;DIDA DE ELDA;PSD;MASCULINO
VERTENTES;VEREADOR;ELBA LEAL;PSDB;FEMININO
BARREIROS;VEREADOR;NENO DA BORRACHARIA;PODE;MASCULINO
BARREIROS;VEREADOR;P√âRICLES;PSD;MASCULINO
BARREIROS;VEREADOR;ADELINO TORRES;PSD;MASCULINO
FERREIROS;VEREADOR;MIRELA DE GILENINHO;PSB;FEMININO
FERREIROS;VEREADOR;BRUNO JAPHET;MDB;MASCULINO
IGARASSU;VEREADOR;EDVALDO DO POV√ÉO;UNI√ÉO;MASCULINO
IGARASSU;VEREADOR;GUI;PL;MASCULINO
IGARASSU;VEREADOR;√âRICA UCH√îA;PSDB;FEMININO
BU√çQUE;VEREADOR;DASCIO JUNIOR;PSDB;MASCULINO
BU√çQUE;VEREADOR;WILSON SANTANA;PSDB;MASCULINO
BU√çQUE;VEREADOR;DAIDSON AMORIM;MDB;MASCULINO
BU√çQUE;VEREADOR;PRETO KAPINAW√Å;MDB;MASCULINO
MARAIAL;VEREADOR;IRM√ÉO ERALDO;PSD;MASCULINO
MARAIAL;VEREADOR;JUNINHO DE GLAUCO;PSD;MASCULINO
CORT√äS;VEREADOR;CELSO;PSB;MASCULINO
FLORESTA;VEREADOR;KIEL DO PIPA;PV;MASCULINO
PO√á√ÉO;VEREADOR;GARRAFINHA;MDB;MASCULINO
S√ÉO JOAQUIM DO MONTE;VEREADOR;IRM√É CRISCIANE;PSDB;FEMININO
JO√ÉO ALFREDO;VEREADOR;WALQUE DO CELULAR;AVANTE;MASCULINO
TUPARETAMA;VEREADOR;VALMIR TUNU;PODE;MASCULINO
S√ÉO JOS√â DO BELMONTE;VEREADOR;JUNIOR DE ERLES;REPUBLICANOS;MASCULINO
RECIFE;VEREADOR;FRED FERREIRA;PL;MASCULINO
RECIFE;VEREADOR;THIAGO MEDINA;PL;MASCULINO
RECIFE;VEREADOR;TADEU CALHEIROS;MDB;MASCULINO
RECIFE;VEREADOR;EDUARDO MOURA;NOVO;MASCULINO
RECIFE;VEREADOR;JUNIOR BOC√ÉO;PSD;MASCULINO
RECIFE;VEREADOR;ROMERINHO JATOB√Å;PSB;MASCULINO
RECIFE;VEREADOR;ERIBERTO RAFAEL;PSB;MASCULINO
RECIFE;VEREADOR;RINALDO JUNIOR;PSB;MASCULINO
S√ÉO LOUREN√áO DA MATA;PREFEITO;VINICIUS LABANCA;PSB;MASCULINO
AFOGADOS DA INGAZEIRA;PREFEITO;SANDRINHO PALMEIRA;PSB;MASCULINO
√ÅGUA PRETA;PREFEITO;MIRUCA;PSB;MASCULINO
PETROLINA;PREFEITO;SIM√ÉO DURANDO;UNI√ÉO;MASCULINO
CAMOCIM DE S√ÉO F√âLIX;VEREADOR;ANDR√â DE PITOCO;PSDB;MASCULINO
CAMOCIM DE S√ÉO F√âLIX;VEREADOR;GILMAR BOCA;PSDB;MASCULINO
CAMOCIM DE S√ÉO F√âLIX;VEREADOR;BALU DE FIFI;REPUBLICANOS;MASCULINO
CONDADO;VEREADOR;VALTER MELO;PSD;MASCULINO
CONDADO;VEREADOR;JUNIOR DE ARITANA;MOBILIZA;MASCULINO
CUMARU;VEREADOR;PROFESSOR ANDR√â;PSD;MASCULINO
CUMARU;VEREADOR;GILVAN DA MALHADINHA;PSB;MASCULINO
CUMARU;VEREADOR;KADIM BARBOSA;PSB;MASCULINO
CUMARU;VEREADOR;GILSON DO LOGRADOURO;PSB;MASCULINO
FLORES;VEREADOR;BETO;MOBILIZA;MASCULINO
FLORES;VEREADOR;ULISSINHO;PSB;MASCULINO
FLORES;VEREADOR;NANAN DE SEU NEZINHO;PODE;MASCULINO
PEDRA;VEREADOR;JOINHA;PSD;MASCULINO
PEDRA;VEREADOR;G√ì DO ALEGRE;PSD;MASCULINO
PEDRA;VEREADOR;BETO;PSD;MASCULINO
SAIR√â;VEREADOR;IDELBRANDO PONTES;PT;MASCULINO
√ÅGUAS BELAS;VEREADOR;EMILIO DE TANQUINHOS;REPUBLICANOS;MASCULINO
BELO JARDIM;VEREADOR;CLAUDEMIR DE XUCURU;PODE;MASCULINO
BOM JARDIM;VEREADOR;BIA DO TOYOTA;PT;MASCULINO
BOM JARDIM;VEREADOR;C√âLIO MAJOR;PDT;MASCULINO
BOM JARDIM;VEREADOR;MISSO DO POSTO;UNI√ÉO;MASCULINO
BREJO DA MADRE DE DEUS;VEREADOR;JO√ÉO ROSAL;PP;MASCULINO
CACHOEIRINHA;VEREADOR;JAILSON DE MILTON;PSDB;MASCULINO
CARNAUBEIRA DA PENHA;VEREADOR;ARESTIDES ROSA;PSDB;MASCULINO
CATENDE;VEREADOR;EMERSON CAIGA;PSDB;MASCULINO
OROC√ì;VEREADOR;THIAGO VASCONCELOS;PSB;MASCULINO
PRIMAVERA;VEREADOR;BRUNO DO POVO;MDB;MASCULINO
PRIMAVERA;VEREADOR;IRM√ÉO ALBERTO DO DANONY;PSDB;MASCULINO
ALAGOINHA;VEREADOR;EZINHO CONSTRU√á√ÉO;PODE;MASCULINO
ALAGOINHA;VEREADOR;BRUNO DE JO√ÉO DE CAETANO;PSDB;MASCULINO
ALAGOINHA;VEREADOR;SUKITA;PSDB;MASCULINO
BEL√âM DE MARIA;VEREADOR;HELBER DE SOCORRO DA SA√öDE;PT;MASCULINO
BEL√âM DE MARIA;VEREADOR;HELDER DE BETO GORDO;PT;MASCULINO
BEL√âM DE MARIA;VEREADOR;JAIRO DO TIMB√ì;PT;MASCULINO
TUPANATINGA;VEREADOR;RAYANE DAS OVELHAS;REPUBLICANOS;FEMININO
CARPINA;VEREADOR;FARA√ì;PSD;MASCULINO
OURICURI;VEREADOR;HICARO FRAZ√ÉO;REDE;MASCULINO
OURICURI;VEREADOR;IRAN SEVERO;PSDB;MASCULINO
OURICURI;VEREADOR;CEZAR DE PRETO;PT;MASCULINO
SANTA FILOMENA;VEREADOR;EDVALDO BARROS;PSD;MASCULINO
SANTA FILOMENA;VEREADOR;TICO DE PEDRO OTAVIO;PSD;MASCULINO
S√ÉO BENTO DO UNA;VEREADOR;BRUNO BRAGA;MDB;MASCULINO
S√ÉO JOAQUIM DO MONTE;PREFEITO;DUGUINHA;PSDB;MASCULINO
TAQUARITINGA DO NORTE;PREFEITO;GENA LINS;PP;MASCULINO
CUPIRA;PREFEITO;EDUARDO LIRA;UNI√ÉO;MASCULINO
BEL√âM DO S√ÉO FRANCISCO;VEREADOR;LEANDRO LUSTOSA;REPUBLICANOS;MASCULINO
BEL√âM DO S√ÉO FRANCISCO;VEREADOR;MARCIANO;PT;MASCULINO
ILHA DE ITAMARAC√Å;VEREADOR;DIDA DA OFICINA;MDB;MASCULINO
RIBEIR√ÉO;VEREADOR;L√äIMISSON CRAVO;PSB;MASCULINO
RIBEIR√ÉO;VEREADOR;MARCOS DA USINA;PP;MASCULINO
RIBEIR√ÉO;VEREADOR;MELVIN JONES;PODE;MASCULINO
TACARATU;VEREADOR;REGINHO DO PIPA;REDE;MASCULINO
ALTINHO;VEREADOR;TUTA DE Z√â DE J√öLIO;PT;MASCULINO
FREI MIGUELINHO;VEREADOR;RONALDO LIMA;PODE;MASCULINO
LAGOA DO CARRO;VEREADOR;TOTA BARRETO;PP;MASCULINO
MOREIL√ÇNDIA;VEREADOR;JESUS FELISARDO;PSDB;MASCULINO
OLINDA;VEREADOR;LABANCA;PV;MASCULINO
OLINDA;VEREADOR;RICARDO SOUSA;AVANTE;MASCULINO
OLINDA;VEREADOR;PROFESSOR MARCELO;PSD;MASCULINO
OLINDA;VEREADOR;DENISE ALMEIDA;PSD;FEMININO
OLINDA;VEREADOR;JADILSON BOMBEIRO;PL;MASCULINO
POMBOS;VEREADOR;LUCINHA DA MATERNIDADE;UNI√ÉO;FEMININO
S√ÉO CAITANO;VEREADOR;GERALDO RAMOS;PSD;MASCULINO
S√ÉO CAITANO;VEREADOR;RAFAEL PROFESSOR;REPUBLICANOS;MASCULINO
S√ÉO CAITANO;VEREADOR;OL√çMPIO;UNI√ÉO;MASCULINO
S√ÉO VICENTE F√âRRER;VEREADOR;FERNANDO DA BANANA;PSD;MASCULINO
IBIRAJUBA;VEREADOR;PETINHA;MDB;MASCULINO
ITAQUITINGA;VEREADOR;FABINHO DE MENEZES;PSDB;MASCULINO
ITAQUITINGA;VEREADOR;MARRETA  √â MASSA;PODE;MASCULINO
ITAQUITINGA;VEREADOR;VAVAZINHO;PSD;MASCULINO
MACAPARANA;PREFEITO;PAQUINHA;PP;MASCULINO
SANTA CRUZ DO CAPIBARIBE;PREFEITO;HELINHO ARAG√ÉO;PSD;MASCULINO
CORRENTES;PREFEITO;EDIMILSON DA BAHIA;PT;MASCULINO
S√ÉO CAITANO;PREFEITO;JOSAFA;UNI√ÉO;MASCULINO
AFR√ÇNIO;VEREADOR;MARLENE DE PERON;MDB;FEMININO
AFR√ÇNIO;VEREADOR;CRISTOV√ÉO DE EXTREMA;MDB;MASCULINO
AFR√ÇNIO;VEREADOR;GORETTE CAVALCANTI;MDB;FEMININO
CARNA√çBA;VEREADOR;ALEX MENDES;PSB;MASCULINO
CARNA√çBA;VEREADOR;MARINHO CASSIANO;REPUBLICANOS;MASCULINO
CH√É GRANDE;VEREADOR;JADINHO DA CEASA;PL;MASCULINO
CH√É GRANDE;VEREADOR;WEDSON DE BIU BEL√âU;PL;MASCULINO
CUPIRA;VEREADOR;AILTON DA BOA VISTA;PSB;MASCULINO
GAMELEIRA;VEREADOR;GENO DA LARANJEIRA;AVANTE;MASCULINO
LIMOEIRO;VEREADOR;Z√â NILTON;PSDB;MASCULINO
LIMOEIRO;VEREADOR;FAGNER RUSSO;PSB;MASCULINO
PALMEIRINA;VEREADOR;FRANCI DE TITO;PSD;FEMININO
PALMEIRINA;VEREADOR;CARLOS CESAR;PP;MASCULINO
SANTA TEREZINHA;VEREADOR;HELDER DE VIANA;PP;MASCULINO
SANTA TEREZINHA;VEREADOR;THALES DE NODO;PODE;MASCULINO
BREJ√ÉO;VEREADOR;SANDOVAL MULTIMARKAS;REPUBLICANOS;MASCULINO
CUST√ìDIA;VEREADOR;NEGUINHO DA MARAVILHA;AVANTE;MASCULINO
MANARI;VEREADOR;NEGUINHO DO MINADOR;PP;MASCULINO
S√ÉO JOS√â DA COROA GRANDE;VEREADOR;CRISTIANO LEMOS;PDT;MASCULINO
VERTENTE DO L√âRIO;VEREADOR;DONA INA;PP;FEMININO
ALIAN√áA;VEREADOR;ELLYSON AN√çZIO;REPUBLICANOS;MASCULINO
ALIAN√áA;VEREADOR;PRESB√çTERO THIAGO;REPUBLICANOS;MASCULINO
ALIAN√áA;VEREADOR;TIAGO DE TUPAOCA;PSD;MASCULINO
ARA√áOIABA;VEREADOR;ELIZEU JO√ÉO;PSD;MASCULINO
ARA√áOIABA;VEREADOR;GILSON DO POVO;PSD;MASCULINO
BREJINHO;VEREADOR;TONY DE ZERIVAM;REPUBLICANOS;MASCULINO
IPOJUCA;VEREADOR;XI√â DE CAMELA;AGIR;MASCULINO
IPOJUCA;VEREADOR;GILMAR;REPUBLICANOS;MASCULINO
LAGOA GRANDE;VEREADOR;PIPI DE ALMIR LEITE;MDB;MASCULINO
LAGOA GRANDE;VEREADOR;JOSAF√Å;MDB;MASCULINO
BEZERROS;VEREADOR;AD√â MOTOS;UNI√ÉO;MASCULINO
BEZERROS;VEREADOR;Z√â ANT√îNIO DA R√ÅDIO;REPUBLICANOS;MASCULINO
IGUARACY;VEREADOR;SIM√ÉO DO ONIBUS;MDB;MASCULINO
LAGOA DOS GATOS;VEREADOR;NETTO DE BOR√ì;SOLIDARIEDADE;MASCULINO
PALMARES;VEREADOR;GUGA DE ALEXANDRE LE√ÉO;PT;MASCULINO
PESQUEIRA;VEREADOR;BI√Å CABRAL;PSDB;MASCULINO
PESQUEIRA;VEREADOR;GUILA ARA√öJO;PDT;MASCULINO
S√ÉO JOS√â DO EGITO;VEREADOR;DANIEL SIQUEIRA;PODE;MASCULINO
TORITAMA;VEREADOR;ZE MUELA;PL;MASCULINO
VIT√ìRIA DE SANTO ANT√ÉO;VEREADOR;DENIS LIMA O GALO;UNI√ÉO;MASCULINO
VIT√ìRIA DE SANTO ANT√ÉO;VEREADOR;IRM√ÉO CELSO BEZERRA;MDB;MASCULINO
VIT√ìRIA DE SANTO ANT√ÉO;VEREADOR;JOSIAS DA MILITINA ;MDB;MASCULINO
CAL√áADO;PREFEITO;Z√â ELIAS FILHO;PP;MASCULINO
CANHOTINHO;PREFEITO;SANDRA PAES;REPUBLICANOS;FEMININO
CARUARU;PREFEITO;RODRIGO PINHEIRO;PSDB;MASCULINO
AGRESTINA;VEREADOR;EDINHO DE SANTA TERESA;REPUBLICANOS;MASCULINO
AGRESTINA;VEREADOR;DUDA GAMELEIRA;PSB;MASCULINO
ARARIPINA;VEREADOR;IZABEL DA SA√öDE;REPUBLICANOS;FEMININO
ARARIPINA;VEREADOR;LUCIANO BELO;PODE;MASCULINO
ARARIPINA;VEREADOR;JOAO ERLAN;PODE;MASCULINO
ARARIPINA;VEREADOR;BOBINHA SAMPAIO;PDT;MASCULINO
ARARIPINA;VEREADOR;SANS√ÉO DO CABEL√ÉO;PP;MASCULINO
LAGOA DE ITAENGA;VEREADOR;ALEX CONSTANCIO;REPUBLICANOS;MASCULINO
LAGOA DE ITAENGA;VEREADOR;DR NAPOLE√ÉO;PSB;MASCULINO
SALGUEIRO;VEREADOR;PAIZINHA PATRIOTA;PSD;FEMININO
SALGUEIRO;VEREADOR;TIAGO ARRAES;MDB;MASCULINO
SOLID√ÉO;VEREADOR;VITURINO MELO;PV;MASCULINO
TAQUARITINGA DO NORTE;VEREADOR;MILTON CICERO;PSDB;MASCULINO
TAQUARITINGA DO NORTE;VEREADOR;H√âLIO DE NOVO;UNI√ÉO;MASCULINO
ANGELIM;VEREADOR;WILLIAN BARBOSA;PSB;MASCULINO
BODOC√ì;VEREADOR;DR. EDMILSON;PRD;MASCULINO
BONITO;VEREADOR;EIJI DE SEU MOURA;PSB;MASCULINO
BONITO;VEREADOR;CARLINHOS VILELA;PSB;MASCULINO
BONITO;VEREADOR;JULIETA PINHEIRO;PSB;FEMININO
CANHOTINHO;VEREADOR;ADELSON DA SA√öDE;PODE;MASCULINO
EXU;VEREADOR;DUDA MULATO;AVANTE;MASCULINO
EXU;VEREADOR;GEAN BASTI√ÉO;PSB;MASCULINO
EXU;VEREADOR;JURANDIR SEVERO;PP;MASCULINO
EXU;VEREADOR;DRA. EMANUELA SARAIVA;PP;FEMININO
GRAVAT√Å;VEREADOR;R√âGIS ;PP;MASCULINO
ITAMB√â;VEREADOR;RAFAEL DA GALINHA;REPUBLICANOS;MASCULINO
ITAMB√â;VEREADOR;DR EVERTON;PV;MASCULINO
ITAMB√â;VEREADOR;FOF√ÉO;PSB;MASCULINO
ITAMB√â;VEREADOR;OSCAR JUNIOR;PP;MASCULINO
ITAMB√â;VEREADOR;MARCOS DE ZUCA;MDB;MASCULINO
PARANATAMA;VEREADOR;LUCIANO BARBOSA;MDB;MASCULINO
SURUBIM;VEREADOR;BOMBA;PSB;MASCULINO
BOM CONSELHO;VEREADOR;ALANZINHO DA BARRA;PP;MASCULINO
BOM CONSELHO;VEREADOR;Z√â NILSON;PP;MASCULINO
IATI;VEREADOR;JOZELIO TREZENO;PSB;MASCULINO
NAZAR√â DA MATA;VEREADOR;EDSON;PSDB;MASCULINO
NAZAR√â DA MATA;VEREADOR;AFONSO DO CONSELHO;AVANTE;MASCULINO
RIO FORMOSO;VEREADOR;JORGE DA SA√öDE;PSDB;MASCULINO
TAMANDAR√â;VEREADOR;CAROL ASSISTENTE SOCIAL ;PSD;FEMININO
TAMANDAR√â;VEREADOR;CINHO DO QUIOSQUE;SOLIDARIEDADE;MASCULINO
VENTUROSA;VEREADOR;DIMAR GUARTEL;PDT;MASCULINO
JABOAT√ÉO DOS GUARARAPES;VEREADOR;NADO DO CAMINH√ÉO;PL;MASCULINO
JABOAT√ÉO DOS GUARARAPES;VEREADOR;NENECA DO PISTON;PL;MASCULINO
JABOAT√ÉO DOS GUARARAPES;VEREADOR;IRM√ÉO JAILTON;PDT;MASCULINO
JATA√öBA;VEREADOR;DIEGO DO RIACHO DO MEIO;PODE;MASCULINO
JATA√öBA;VEREADOR;PAULO DE FLORO;PP;MASCULINO
JATA√öBA;VEREADOR;CARLA PAIVA;PP;FEMININO
JATA√öBA;VEREADOR;LUSIM√ÅRIO;PSDB;MASCULINO
PAUDALHO;VEREADOR;RUTH VIEIRA;REPUBLICANOS;FEMININO
TRACUNHA√âM;VEREADOR;MANOEL PRETO;REPUBLICANOS;MASCULINO
SANTA MARIA DA BOA VISTA;PREFEITO;GEORGE DUARTE;PP;MASCULINO
IGARASSU;PREFEITO;PROFESSORA ELCIONE;PSDB;FEMININO
LAJEDO;PREFEITO;ERIVALDO CHAGAS;REPUBLICANOS;MASCULINO
MANARI;PREFEITO;JUNIOR DE AUDALIO;PP;MASCULINO
CAL√áADO;VEREADOR;VANDERL√ÇNDIA BARBOSA;PP;FEMININO
CH√É DE ALEGRIA;VEREADOR;AILTON DE CH√É;PSB;MASCULINO
CH√É DE ALEGRIA;VEREADOR;Z√â MORAIS;MDB;MASCULINO
CABROB√ì;VEREADOR;MARCOS DE NEUMA;AVANTE;MASCULINO
QUIPAP√Å;VEREADOR;EUG√äNIO SIQUEIRA;PP;MASCULINO
QUIPAP√Å;VEREADOR;MARCELO DE GILDA;PT;MASCULINO
SALO√Å;VEREADOR;JEAN FRAN√áA;PSB;MASCULINO
IPUBI;VEREADOR;GILSON RODRIGUES;PSD;MASCULINO
IPUBI;VEREADOR;MARINALVA ANG√âLICA;PSD;FEMININO
MORENO;VEREADOR;CALANGO;REPUBLICANOS;MASCULINO
MORENO;VEREADOR;EDIVAN CARNEIRO;MDB;MASCULINO
MORENO;VEREADOR;JOEL DO CONSELHO;PP;MASCULINO
MORENO;VEREADOR;ADRIANO DO DETERGENTE;PP;MASCULINO
PAULISTA;VEREADOR;JO√ÉO PEREIRA;PSB;MASCULINO
PAULISTA;VEREADOR;FABIANO PAZ;PSB;MASCULINO
PAULISTA;VEREADOR;KENNYO MIGUEL;PSDB;MASCULINO
SERRA TALHADA;VEREADOR;CLENIO DE AGENOR;PSD;MASCULINO
SERRA TALHADA;VEREADOR;ANTONIO DE ANTENOR;PRD;MASCULINO
BET√ÇNIA;VEREADOR;GERLAINE SANTOS;REPUBLICANOS;FEMININO
BET√ÇNIA;VEREADOR;MARCIANO;REPUBLICANOS;MASCULINO
INAJ√Å;VEREADOR;LAFRANK;AVANTE;MASCULINO
INAJ√Å;VEREADOR;FRANCISCO DA PADARIA;PSB;MASCULINO
INAJ√Å;VEREADOR;NINA PAJE√ö;REPUBLICANOS;FEMININO
LAJEDO;VEREADOR;DINHO SANTOS;PSDB;MASCULINO
LAJEDO;VEREADOR;NEN√âN RA√á√ÉO;PSB;MASCULINO
PETROLINA;VEREADOR;CLAUDIA FERREIRA;DC;FEMININO
TEREZINHA;VEREADOR;RICARDO DE N√ÅDJA;PSD;MASCULINO
TEREZINHA;VEREADOR;ADJEANE CAMPOS;PSD;FEMININO
ARCOVERDE;VEREADOR;WELLINGTON SIQUEIRA;PODE;MASCULINO
GARANHUNS;VEREADOR;LUZIA DA SAUDE;PSB;FEMININO
GARANHUNS;VEREADOR;ERIVAN PITA;PSB;MASCULINO
LAGOA DO OURO;VEREADOR;LEONARDO MARTINS;PV;MASCULINO
LAGOA DO OURO;VEREADOR;JOSIAS DO POVO;PDT;MASCULINO
PASSIRA;VEREADOR;ADRIEL DE ZECA BICUDO;PSD;MASCULINO
TRINDADE;VEREADOR;MACIEL ELIAS;UNI√ÉO;MASCULINO
ABREU E LIMA;VEREADOR;SOLDADO ZEFERINO;PSB;MASCULINO
ABREU E LIMA;VEREADOR;ERIKY MAIK;REPUBLICANOS;MASCULINO
ABREU E LIMA;VEREADOR;PASTOR FERRERINHA;PODE;MASCULINO
ABREU E LIMA;VEREADOR;NATALICIO;PODE;MASCULINO
ABREU E LIMA;VEREADOR;CAU E MARCOS AUR√âLIO;PV;MASCULINO
ABREU E LIMA;VEREADOR;MARINHEIRO;PT;MASCULINO
QUIXABA;VEREADOR;EDINHO DOS MENDES;AVANTE;MASCULINO
QUIXABA;VEREADOR;JODILMA;AVANTE;FEMININO
QUIXABA;VEREADOR;ZEZINHO;AVANTE;MASCULINO
QUIXABA;VEREADOR;GALEGA PROFESSORA;PSB;FEMININO
SANTA CRUZ DO CAPIBARIBE;VEREADOR;DEOMEDES BRITO;PSD;MASCULINO
SANTA CRUZ DO CAPIBARIBE;VEREADOR;NAILSON RAMOS;UNI√ÉO;MASCULINO
